Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolate,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sample_type,SRA Study,strain
SRR33578327,AMPLICON,600,71845510,PRJNA1242518,SAMN47595333,Metagenome or environmental,51631068,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808296,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,kdw 3780,not applicable,missing,S51,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:21:00Z,1,S51,Human feces,SRP585476,not applicable
SRR33578328,AMPLICON,600,92540858,PRJNA1242518,SAMN47595332,Metagenome or environmental,66847533,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808295,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,bsj 1604,not applicable,missing,S50,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:21:00Z,1,S50,Human feces,SRP585476,not applicable
SRR33578329,AMPLICON,600,77014384,PRJNA1242518,SAMN47595331,Metagenome or environmental,55362200,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808294,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,kdy 7353,not applicable,missing,S49,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:21:00Z,1,S49,Human feces,SRP585476,not applicable
SRR33578330,AMPLICON,600,64662942,PRJNA1242518,SAMN47595330,Metagenome or environmental,46947035,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808293,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,asd7196,not applicable,missing,S48,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:21:00Z,1,S48,Human feces,SRP585476,not applicable
SRR33578331,AMPLICON,600,63905752,PRJNA1242518,SAMN47595329,Metagenome or environmental,46008742,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808292,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,ees2013,not applicable,missing,S47,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:21:00Z,1,S47,Human feces,SRP585476,not applicable
SRR33578332,AMPLICON,600,69441175,PRJNA1242518,SAMN47595328,Metagenome or environmental,50135392,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808291,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,jyj8827,not applicable,missing,S46,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:21:00Z,1,S46,Human feces,SRP585476,not applicable
SRR33578333,AMPLICON,600,74376749,PRJNA1242518,SAMN47595327,Metagenome or environmental,53614822,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808290,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,psr9047,not applicable,missing,S45,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:21:00Z,1,S45,Human feces,SRP585476,not applicable
SRR33578334,AMPLICON,600,79347505,PRJNA1242518,SAMN47595326,Metagenome or environmental,57353791,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808289,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,phy0798,not applicable,missing,S44,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:21:00Z,1,S44,Human feces,SRP585476,not applicable
SRR33578335,AMPLICON,600,50328099,PRJNA1242518,SAMN47595325,Metagenome or environmental,36333698,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808288,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,psh0887,not applicable,missing,S43,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:20:00Z,1,S43,Human feces,SRP585476,not applicable
SRR33578336,AMPLICON,600,40495932,PRJNA1242518,SAMN47595289,Metagenome or environmental,29266036,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808287,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,kjh1250,not applicable,missing,S05,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:21:00Z,1,S05,Human feces,SRP585476,not applicable
SRR33578337,AMPLICON,600,74824431,PRJNA1242518,SAMN47595324,Metagenome or environmental,53722985,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808286,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,kyj0449,not applicable,missing,S42,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:20:00Z,1,S42,Human feces,SRP585476,not applicable
SRR33578338,AMPLICON,600,142544201,PRJNA1242518,SAMN47595323,Metagenome or environmental,102481987,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808285,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,ckk6688,not applicable,missing,S41,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:21:00Z,1,S41,Human feces,SRP585476,not applicable
SRR33578339,AMPLICON,600,54610385,PRJNA1242518,SAMN47595322,Metagenome or environmental,39438350,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808284,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,hyg6577,not applicable,missing,S40,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:20:00Z,1,S40,Human feces,SRP585476,not applicable
SRR33578340,AMPLICON,600,63944947,PRJNA1242518,SAMN47595321,Metagenome or environmental,45338151,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808283,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,lje4150,not applicable,missing,S39,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:21:00Z,1,S39,Human feces,SRP585476,not applicable
SRR33578341,AMPLICON,600,175451646,PRJNA1242518,SAMN47595320,Metagenome or environmental,125958187,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808282,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,kyh9213,not applicable,missing,S38,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:21:00Z,1,S38,Human feces,SRP585476,not applicable
SRR33578342,AMPLICON,600,67717172,PRJNA1242518,SAMN47595319,Metagenome or environmental,48330181,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808281,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,kjh1325,not applicable,missing,S37,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:21:00Z,1,S37,Human feces,SRP585476,not applicable
SRR33578343,AMPLICON,600,54013754,PRJNA1242518,SAMN47595318,Metagenome or environmental,38201011,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808280,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,cjo7257,not applicable,missing,S36,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:21:00Z,1,S36,Human feces,SRP585476,not applicable
SRR33578344,AMPLICON,599,66627304,PRJNA1242518,SAMN47595317,Metagenome or environmental,47622096,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808279,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,lej7516,not applicable,missing,S35,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:20:00Z,1,S35,Human feces,SRP585476,not applicable
SRR33578345,AMPLICON,599,49462070,PRJNA1242518,SAMN47595316,Metagenome or environmental,35443472,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808278,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,lhs6596,not applicable,missing,S34,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:21:00Z,1,S34,Human feces,SRP585476,not applicable
SRR33578346,AMPLICON,600,54182129,PRJNA1242518,SAMN47595315,Metagenome or environmental,38722173,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808277,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,gjy3441,not applicable,missing,S33,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:20:00Z,1,S33,Human feces,SRP585476,not applicable
SRR33578347,AMPLICON,600,36595497,PRJNA1242518,SAMN47595288,Metagenome or environmental,26577807,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808276,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,jjk3883,not applicable,missing,S04,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:21:00Z,1,S04,Human feces,SRP585476,not applicable
SRR33578348,AMPLICON,600,41376973,PRJNA1242518,SAMN47595314,Metagenome or environmental,29717503,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808275,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,hsh0396,not applicable,missing,S32,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:21:00Z,1,S32,Human feces,SRP585476,not applicable
SRR33578349,AMPLICON,599,52994755,PRJNA1242518,SAMN47595313,Metagenome or environmental,38046035,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808274,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,lsd0118,not applicable,missing,S31,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:21:00Z,1,S31,Human feces,SRP585476,not applicable
SRR33578350,AMPLICON,597,78231405,PRJNA1242518,SAMN47595312,Metagenome or environmental,56302080,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808273,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,kdw5534,not applicable,missing,S30,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:21:00Z,1,S30,Human feces,SRP585476,not applicable
SRR33578351,AMPLICON,600,64669020,PRJNA1242518,SAMN47595311,Metagenome or environmental,47219336,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808272,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,jhj9359,not applicable,missing,S29,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:21:00Z,1,S29,Human feces,SRP585476,not applicable
SRR33578352,AMPLICON,599,55565303,PRJNA1242518,SAMN47595310,Metagenome or environmental,39910253,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808271,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,bws0052,not applicable,missing,S28,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:21:00Z,1,S28,Human feces,SRP585476,not applicable
SRR33578353,AMPLICON,600,75053471,PRJNA1242518,SAMN47595309,Metagenome or environmental,54255562,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808270,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,kes0929,not applicable,missing,S27,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:21:00Z,1,S27,Human feces,SRP585476,not applicable
SRR33578354,AMPLICON,600,58347328,PRJNA1242518,SAMN47595308,Metagenome or environmental,41917527,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808269,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,lsh1349,not applicable,missing,S26,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:21:00Z,1,S26,Human feces,SRP585476,not applicable
SRR33578355,AMPLICON,600,64975486,PRJNA1242518,SAMN47595307,Metagenome or environmental,46690583,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808268,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,shs3097,not applicable,missing,S25,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:21:00Z,1,S25,Human feces,SRP585476,not applicable
SRR33578356,AMPLICON,599,59109067,PRJNA1242518,SAMN47595306,Metagenome or environmental,43123965,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808267,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,lky3132,not applicable,missing,S24,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:21:00Z,1,S24,Human feces,SRP585476,not applicable
SRR33578357,AMPLICON,600,55399309,PRJNA1242518,SAMN47595305,Metagenome or environmental,40134212,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808266,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,sbk3132,not applicable,missing,S23,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:21:00Z,1,S23,Human feces,SRP585476,not applicable
SRR33578358,AMPLICON,600,61642629,PRJNA1242518,SAMN47595287,Metagenome or environmental,44864452,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808265,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,phy2846,not applicable,missing,S03,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:21:00Z,1,S03,Human feces,SRP585476,not applicable
SRR33578359,AMPLICON,600,64601598,PRJNA1242518,SAMN47595304,Metagenome or environmental,46914788,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808264,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,lyj3086,not applicable,missing,S22,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:21:00Z,1,S22,Human feces,SRP585476,not applicable
SRR33578360,AMPLICON,599,69537670,PRJNA1242518,SAMN47595303,Metagenome or environmental,50328693,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808263,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,jkc9566,not applicable,missing,S21,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:21:00Z,1,S21,Human feces,SRP585476,not applicable
SRR33578361,AMPLICON,600,62220014,PRJNA1242518,SAMN47595302,Metagenome or environmental,45381997,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808262,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,kay7509,not applicable,missing,S20,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:21:00Z,1,S20,Human feces,SRP585476,not applicable
SRR33578362,AMPLICON,600,58898183,PRJNA1242518,SAMN47595301,Metagenome or environmental,43055199,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808261,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,cyh7549,not applicable,missing,S19,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:21:00Z,1,S19,Human feces,SRP585476,not applicable
SRR33578363,AMPLICON,600,55033181,PRJNA1242518,SAMN47595300,Metagenome or environmental,39937994,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808260,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,ehj4300,not applicable,missing,S18,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:21:00Z,1,S18,Human feces,SRP585476,not applicable
SRR33578364,AMPLICON,600,59609682,PRJNA1242518,SAMN47595299,Metagenome or environmental,43052875,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808259,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,knw9900,not applicable,missing,S17,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:21:00Z,1,S17,Human feces,SRP585476,not applicable
SRR33578365,AMPLICON,600,54992686,PRJNA1242518,SAMN47595298,Metagenome or environmental,39982894,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808258,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,lgp4455,not applicable,missing,S16,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:21:00Z,1,S16,Human feces,SRP585476,not applicable
SRR33578366,AMPLICON,600,27206606,PRJNA1242518,SAMN47595297,Metagenome or environmental,19719171,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808257,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,jey6680,not applicable,missing,S15,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:21:00Z,1,S15,Human feces,SRP585476,not applicable
SRR33578367,AMPLICON,600,61609122,PRJNA1242518,SAMN47595296,Metagenome or environmental,44939485,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808256,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,syr7085,not applicable,missing,S14,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:21:00Z,1,S14,Human feces,SRP585476,not applicable
SRR33578368,AMPLICON,600,72236112,PRJNA1242518,SAMN47595295,Metagenome or environmental,52157844,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808255,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,hje7187,not applicable,missing,S13,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:21:00Z,1,S13,Human feces,SRP585476,not applicable
SRR33578369,AMPLICON,600,42029093,PRJNA1242518,SAMN47595286,Metagenome or environmental,30323561,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808254,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,kdh3849,not applicable,missing,S02,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:21:00Z,1,S02,Human feces,SRP585476,not applicable
SRR33578370,AMPLICON,600,133235362,PRJNA1242518,SAMN47595285,Metagenome or environmental,94926341,KOOKMIN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX28808253,South Korea,Asia,South Korea: Seoul,Homo sapiens,Illumina MiSeq,pjh4994,not applicable,missing,S01,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-05-15T00:00:00Z,2025-05-15T05:21:00Z,1,S01,Human feces,SRP585476,not applicable
